Message Date,Sender Name,Sender ID,Type,Text,SPAFF - 1,SPAFF - 2,SPAFF - 3
2023-02-22 3:11:42,Marcus Johnson,+19999999999,Outgoing,I had just left!,Neutral,,
2023-02-22 3:19:23,Eliza Johnson,+18888888888,Incoming,🥲,Neutral,,Sadness
2023-07-25 17:48:24,Marcus Johnson,+19999999999,Outgoing,Flight is cancelled 😧,Neutral,,
2023-07-25 17:49:50,Marcus Johnson,+19999999999,Outgoing,Probably sleeping another night lol I was too excited to clean everything,Neutral,,
2023-07-25 17:51:06,Eliza Johnson,+18888888888,Incoming,Emphasized “Flight is cancelled 😧”. WHATTTT,Neutral,,
2023-07-25 17:51:14,Eliza Johnson,+18888888888,Incoming,Wth united,Neutral,,
2023-07-25 17:51:24,Eliza Johnson,+18888888888,Incoming,"That sucks, they seemed ready to go home lol",Neutral,Validation,
2023-07-25 17:51:52,Marcus Johnson,+19999999999,Outgoing,They know that we’re kinda done. Or me at least,Neutral,,Neutral
2023-07-25 17:52:27,Marcus Johnson,+19999999999,Outgoing,So I think they feel bad in the space maybe. But I’ll brainstorm a fun adventure,Neutral,,
2023-07-25 17:52:58,Eliza Johnson,+18888888888,Incoming,"You could take them to the UCSD campus, and go up to Jackson's Squak box ",Neutral,,
2023-07-25 17:53:13,Eliza Johnson,+18888888888,Incoming,He’ll be able to see the city from there and big place to run around,Neutral,,
2023-07-25 17:53:37,Eliza Johnson,+18888888888,Incoming,Do you want me to take anything out of the freezer?,Neutral,,
2023-07-25 17:58:39,Marcus Johnson,+19999999999,Outgoing,I think we have the Victor's Korean chicken thing in the fridge. Could do pasta,Neutral,,
2023-07-25 18:01:54,Eliza Johnson,+18888888888,Incoming,Liked “I think we have the Victor's Korean chicken thing i…”,Neutral,,
2023-07-25 18:03:16,Eliza Johnson,+18888888888,Incoming,I get lunch and haven’t used most of my budget with the vacations if there’s something I could order,Neutral,,
2023-07-25 18:03:29,Marcus Johnson,+19999999999,Outgoing,Emphasized “I get lunch and haven’t used most of my budget wit…”,Neutral,Enthusiasm,
2023-07-25 18:03:41,Marcus Johnson,+19999999999,Outgoing,Llllllllloulous?,Neutral,,
2023-07-25 18:03:52,Eliza Johnson,+18888888888,Incoming,Lol deep dish or thin?,Neutral,,Humor
2023-07-25 18:04:00,Eliza Johnson,+18888888888,Incoming,But that would work if they’re up for it,Neutral,,
2023-07-25 18:04:10,Eliza Johnson,+18888888888,Incoming,We could order both 🤔,Neutral,,Neutral
2023-07-25 18:07:13,Marcus Johnson,+19999999999,Outgoing,"Thin crust, pepperoni!",Neutral,,
2023-07-25 18:07:52,Marcus Johnson,+19999999999,Outgoing,They’re saying that or Indian. They are very stressed by this change up,Neutral,,
2023-07-25 18:08:00,Marcus Johnson,+19999999999,Outgoing,And I think still moving past it,Neutral,,
2023-07-25 18:09:42,Eliza Johnson,+18888888888,Incoming,"Ok I’ll wait til y’all get back to order anything, maybe they want Indian",Neutral,,
2023-07-25 18:21:07,Marcus Johnson,+19999999999,Outgoing,"I talked with the deck guy. He might call you. Wants our sign off on potentially visible screws as opposed to “plugging” the screw hole essentially hiding it. I’ll call Victor real quick as well on the Lumber, Abby has no preference.",Neutral,,
2023-07-25 18:22:33,Eliza Johnson,+18888888888,Incoming,"Ok we can talk when you get home, does that make a big difference?",Neutral,,
2023-07-25 18:24:52,Marcus Johnson,+19999999999,Outgoing,"I do t know much will try to research. Liked “Ok we can talk when you get home, does that make a…”",Neutral,,
2023-07-25 18:27:07,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0489.PNG,Neutral,,
2023-07-25 18:27:37,Marcus Johnson,+19999999999,Outgoing,Sample items but fine to only order one and they can share if budget is tight,Neutral,,
2023-07-25 18:38:42,Eliza Johnson,+18888888888,Incoming,Oh you’ll pick it up and bring it back?,Neutral,,
2023-07-25 18:38:51,Eliza Johnson,+18888888888,Incoming,Or generally this is their order?,Neutral,,
2023-07-25 19:47:12,Eliza Johnson,+18888888888,Incoming,Restaurant didn’t have kabab 😶,Neutral,,
2023-07-25 19:47:23,Eliza Johnson,+18888888888,Incoming,They’re going to refund it but we’re down a meal,Neutral,,
2023-07-25 19:52:14,Eliza Johnson,+18888888888,Incoming,Food is here!,Neutral,,
2023-07-25 19:52:15,Marcus Johnson,+19999999999,Outgoing,Liked “Restaurant didn’t have kabab 😶”,Neutral,,
2023-07-25 19:52:30,Eliza Johnson,+18888888888,Incoming,In meeting so can’t grab,Neutral,,
2023-07-25 20:03:22,Marcus Johnson,+19999999999,Outgoing,Yeah no worries. Want a food delivery or after,Neutral,,
2023-07-25 21:17:05,Eliza Johnson,+18888888888,Incoming,You took Molly right?,Neutral,,
2023-07-25 21:17:11,Marcus Johnson,+19999999999,Outgoing,Liked “You took Molly right?”,Neutral,,
2023-07-25 21:17:18,Marcus Johnson,+19999999999,Outgoing,Giving you some peace and quiet,Neutral,,Affection
2023-07-25 21:18:09,Eliza Johnson,+18888888888,Incoming,Lol im done with meetings now,Neutral,,
2023-08-04 22:13:49,Marcus Johnson,+19999999999,Outgoing,"Hey lovebird, how are you feeling?",Affection,,Affection
2023-08-04 23:16:51,Eliza Johnson,+18888888888,Incoming,I’ve had a pillow over my face most of the day with the secret hope that someone would come in and suffocate me,Neutral,Sadness,
2023-08-04 23:31:15,Marcus Johnson,+19999999999,Outgoing,I’ll do it!,Neutral,,Humor
2023-08-04 23:33:41,Eliza Johnson,+18888888888,Incoming,Loved “I’ll do it! ”,Neutral,,Humor
2023-08-04 23:34:03,Eliza Johnson,+18888888888,Incoming,Attachment: tmp.gif,Neutral,,
2023-08-04 23:37:32,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0534.PNG,Neutral,,
2023-08-04 23:42:01,Eliza Johnson,+18888888888,Incoming,You and James should go? Gives me time to work on your bday present,Neutral,,
2023-08-04 23:42:16,Eliza Johnson,+18888888888,Incoming,I meant exclamation not question,Neutral,,
2023-08-05 1:31:36,Marcus Johnson,+19999999999,Outgoing,Attachment: 71289187916__66566B10-9975-470C-B39B-E7D5881B95E7.HEIC. Want anything,Neutral,,
2023-08-05 1:36:20,Eliza Johnson,+18888888888,Incoming,Idk hard to think right now,Neutral,,
2023-10-13 21:02:48,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0817.HEIC,Neutral,,
2023-10-13 21:15:20,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0816.HEIC. Attachment: IMG_0818.HEIC,Neutral,,
2023-10-13 21:34:55,Eliza Johnson,+18888888888,Incoming,Loved an image,Neutral,,
2023-10-13 21:35:03,Eliza Johnson,+18888888888,Incoming,Looks lovely!,Enthusiasm,,Affection
2023-10-13 21:35:16,Eliza Johnson,+18888888888,Incoming,Attachment: 71892570842__115DB4F6-92B1-41F9-8323-7151E0CE603B.heic,Neutral,,
2023-10-13 21:35:31,Eliza Johnson,+18888888888,Incoming,"Molly is on a hunger strike, her stomach has been grumbling all day but she refuses",Neutral,,
2023-10-13 22:00:12,Marcus Johnson,+19999999999,Outgoing,"Disliked “Molly is on a hunger strike, her stomach has been g…”",Neutral,,
2023-10-13 22:00:37,Marcus Johnson,+19999999999,Outgoing,Could try the topper if you want. Or the liquid oil thing?  Bummer,Neutral,,
2023-10-13 22:07:26,Eliza Johnson,+18888888888,Incoming,Yeah I’ll try the oil later. If that doesn’t work maybe she isn’t feeling well again,Neutral,,
2023-10-13 22:53:38,Marcus Johnson,+19999999999,Outgoing,😞,Neutral,Validation,Sadness
2023-10-13 22:56:15,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0832.MOV,Neutral,,
2023-10-13 22:56:58,Eliza Johnson,+18888888888,Incoming,Emphasized a movie,Neutral,,
2023-10-13 22:57:05,Eliza Johnson,+18888888888,Incoming,Beautiful yet sboaty,Neutral,,
2023-10-14 0:01:23,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_0334.heic,Neutral,,
2023-10-14 1:03:42,Marcus Johnson,+19999999999,Outgoing,Love you,Affection,,
2023-10-14 1:03:54,Eliza Johnson,+18888888888,Incoming,Love you too ♥️,Affection,,
2023-10-14 4:39:50,Marcus Johnson,+19999999999,Outgoing,I’m in bed!,Neutral,,
2023-10-14 4:39:56,Marcus Johnson,+19999999999,Outgoing,That’s how sleepy I am,Neutral,,
2023-10-14 4:40:17,Eliza Johnson,+18888888888,Incoming,lol getting wild,Neutral,,Humor
2023-10-14 4:46:31,Marcus Johnson,+19999999999,Outgoing,How are you?. How was your día,Interest,,
2023-10-14 4:46:46,Eliza Johnson,+18888888888,Incoming,"I’m good, watching practical magic",Neutral,,
2023-10-14 4:46:57,Marcus Johnson,+19999999999,Outgoing,Ooooh. How was the din,Neutral,,
2023-10-14 4:47:00,Marcus Johnson,+19999999999,Outgoing,the dinner,Neutral,,
2023-10-14 4:47:00,Eliza Johnson,+18888888888,Incoming,Day was stressful,Neutral,,
2023-10-14 4:47:07,Eliza Johnson,+18888888888,Incoming,Oh they didn’t show up!,Neutral,,
2023-10-14 4:47:19,Eliza Johnson,+18888888888,Incoming,Ugh my day was so packed I didn’t get a chance to call,Neutral,,
2023-10-14 4:47:33,Marcus Johnson,+19999999999,Outgoing,Ugh I’m sorry work has been so busy,Validation,,
2023-10-14 4:47:59,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_0866.HEIC,Neutral,,
2023-10-14 4:48:05,Marcus Johnson,+19999999999,Outgoing,"Damn, sexy gray churros",Neutral,Humor,
2023-10-14 4:48:35,Eliza Johnson,+18888888888,Incoming,So sexy,Neutral,Humor,Humor
2023-10-14 4:50:34,Eliza Johnson,+18888888888,Incoming,How are you feeling?,Interest,,
2023-10-14 4:58:01,Marcus Johnson,+19999999999,Outgoing,"Pretty good, big exertions today and too many miles walking maybe but I should have a good sense tomorrow",Neutral,,
2023-10-14 4:58:22,Marcus Johnson,+19999999999,Outgoing,Hot tub morning and night and cold plunged in the river for 15,Neutral,,
2023-10-14 4:58:35,Eliza Johnson,+18888888888,Incoming,Loved “Hot tub morning and night and cold plunged in the …”,Neutral,Affection,
2023-10-14 4:58:42,Eliza Johnson,+18888888888,Incoming,Nice!,Neutral,Enthusiasm,
2023-10-14 4:59:58,Marcus Johnson,+19999999999,Outgoing,"Attachment: IMG_0825.HEIC. How are you feeling, stretch today?",Interest,,Enthusiasm
2023-10-14 5:01:14,Eliza Johnson,+18888888888,Incoming,Kind of wiped from the week but I have been stretching,Neutral,,
2023-10-14 5:02:10,Eliza Johnson,+18888888888,Incoming,Wish I had some snuggles though,Affection,,
2023-10-14 5:02:19,Marcus Johnson,+19999999999,Outgoing,Me too.,Affection,,
2023-10-14 5:02:26,Marcus Johnson,+19999999999,Outgoing,Got abig comfy bed here,Affection,,Affection
2023-10-14 5:02:37,Eliza Johnson,+18888888888,Incoming,I got one too,"Affection, Neutral",,Affection
2023-10-14 5:02:48,Eliza Johnson,+18888888888,Incoming,Molly slept with your robe last night,Neutral,,
2023-10-14 5:02:57,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_0319.HEIC,Neutral,,
2023-10-14 5:02:59,Marcus Johnson,+19999999999,Outgoing,🥹,Neutral,,Affection
2023-10-14 5:03:14,Eliza Johnson,+18888888888,Incoming,She was with it more than me 😭,Neutral,,Sadness
2023-10-14 5:03:30,Eliza Johnson,+18888888888,Incoming,We’re real sad without you here,Affection,,Sadness
2023-10-14 5:03:49,Marcus Johnson,+19999999999,Outgoing,You can lay it out if you want. I can wash it…prob needs it anyway,Neutral,,
2023-10-14 5:03:57,Eliza Johnson,+18888888888,Incoming,And she just farted and totally killed the little uncleent I was having,Humor,,
2023-10-14 5:04:08,Marcus Johnson,+19999999999,Outgoing,Haha,Humor,,
2023-10-14 5:04:31,Eliza Johnson,+18888888888,Incoming,It was practically in my mouth! My face was near her haunches,Neutral,,
2023-10-14 5:04:51,Marcus Johnson,+19999999999,Outgoing,Groooosss,Disgust,,Humor
2023-10-14 5:05:07,Eliza Johnson,+18888888888,Incoming,🤢,Disgust,,Humor
2023-10-14 5:08:00,Marcus Johnson,+19999999999,Outgoing,Stop breathing,Humor,,
2023-10-14 5:08:11,Eliza Johnson,+18888888888,Incoming,Laughed at “Stop breathing ”,Humor,,
2023-10-19 22:52:02,Eliza Johnson,+18888888888,Incoming,Where’d you go?,,,Interest
2023-10-19 23:08:14,Marcus Johnson,+19999999999,Outgoing,Haircut!,,,Neutral
2023-10-19 23:08:22,Marcus Johnson,+19999999999,Outgoing,Now waiting for an opening to get these nails did,,,Humor
2023-10-19 23:08:33,Marcus Johnson,+19999999999,Outgoing,Who would’ve thunk,,,Humor
2023-10-19 23:11:09,Eliza Johnson,+18888888888,Incoming,Emphasized “Now waiting for an opening to get these nails did ”. Without me?! 🙁,,,Humor
2023-10-19 23:25:25,Marcus Johnson,+19999999999,Outgoing,"I wasn’t planning on it, but there was a shop next door.",Neutral,,
2023-10-19 23:25:47,Marcus Johnson,+19999999999,Outgoing,I need to go in tomorrow so shorter on time to get all the things done 🤪,Neutral,,
2023-10-19 23:25:56,Eliza Johnson,+18888888888,Incoming,😩,Neutral,,Validation
2023-10-19 23:25:59,Marcus Johnson,+19999999999,Outgoing,Need anything from Squak Box?,Neutral,,
2023-10-19 23:26:03,Eliza Johnson,+18888888888,Incoming,Well I’m jealous,Neutral,,Interest
2023-10-19 23:26:05,Marcus Johnson,+19999999999,Outgoing,Want me to bring food home?,Neutral,Affection,
2023-10-19 23:26:07,Eliza Johnson,+18888888888,Incoming,What do you want for dinner?. Lol read my mind,Neutral,,
2023-10-19 23:26:16,Marcus Johnson,+19999999999,Outgoing,Go get your nails done!,Neutral,Affection,
2023-10-19 23:26:30,Marcus Johnson,+19999999999,Outgoing,K anything you don’t want? If. It happy to surprise,Neutral,,
2023-10-19 23:26:32,Eliza Johnson,+18888888888,Incoming,I’m still working 🫠,Neutral,,
2023-10-19 23:26:53,Eliza Johnson,+18888888888,Incoming,I am open. I can give a top three if that makes life easier,Neutral,,
2023-10-20 0:22:57,Marcus Johnson,+19999999999,Outgoing,"Just waiting on food, they said another 5 or so",Neutral,,
2023-10-20 0:25:45,Eliza Johnson,+18888888888,Incoming,"Loved “Just waiting on food, they said another 5 or so ”",Neutral,,Neutral
2023-10-25 3:01:19,Eliza Johnson,+18888888888,Incoming,Where you at?,Neutral,,
2023-10-25 3:05:41,Marcus Johnson,+19999999999,Outgoing,On my way!,Neutral,,
2023-10-25 3:06:48,Eliza Johnson,+18888888888,Incoming,What happened to you,Neutral,,
2023-10-25 3:09:01,Marcus Johnson,+19999999999,Outgoing,That will be a debate for time when I am gone from this earth,Neutral,,
2023-10-25 3:09:42,Eliza Johnson,+18888888888,Incoming,😟,Neutral,Validation,
2023-10-25 3:09:51,Eliza Johnson,+18888888888,Incoming,No me gusta,Neutral,Validation,Neutral
2023-10-25 3:31:12,Marcus Johnson,+19999999999,Outgoing,Honey I'm home,Affection,,Neutral
2023-10-25 3:31:26,Eliza Johnson,+18888888888,Incoming,Attachment: 71989748181__6F0BB20D-B79E-4A7F-88E6-5252CE57A83A.heic. Are you a ghost,Neutral,,Neutral
2023-11-13 23:41:33,Eliza Johnson,+18888888888,Incoming,Are you free? Have ten minutes in between things,Neutral,,
2023-11-13 23:43:38,Marcus Johnson,+19999999999,Outgoing,I ate too many Brussels sprouts and my stomach is in knots. Just laid down 😅😵‍💫😵🤢,Neutral,,
2023-11-13 23:45:48,Marcus Johnson,+19999999999,Outgoing,How are you!,Neutral,,
2023-11-13 23:54:24,Eliza Johnson,+18888888888,Incoming,"Oh no! Sorry you’re feeling so bad, this is why I don’t eat veggies 😜",Validation,,
2023-11-13 23:54:36,Eliza Johnson,+18888888888,Incoming,"I’m good, ready for dinner",Neutral,,
2023-11-13 23:58:38,Marcus Johnson,+19999999999,Outgoing,"Emphasized “Oh no! Sorry you’re feeling so bad, this is why I …”",Neutral,,
2023-11-14 0:00:12,Marcus Johnson,+19999999999,Outgoing,Attachment: tmp.gif,Neutral,,
2023-11-14 0:00:53,Eliza Johnson,+18888888888,Incoming,We’re walking to a place right now,Neutral,,
2023-11-14 0:01:17,Marcus Johnson,+19999999999,Outgoing,Cool! What’s it called?,Neutral,,
2023-11-14 0:01:29,Marcus Johnson,+19999999999,Outgoing,I want to live through you (through yelp),Neutral,,
2023-11-14 1:14:06,Eliza Johnson,+18888888888,Incoming,Ostreria 109,Neutral,,
2023-11-14 1:14:23,Eliza Johnson,+18888888888,Incoming,We’re walking to the cocktail bar now,Neutral,,
2023-11-14 1:14:40,Eliza Johnson,+18888888888,Incoming,Johnn's bar,Neutral,,
2023-11-14 1:17:28,Marcus Johnson,+19999999999,Outgoing,Liked “Johnn's bar ”,Neutral,,
2023-11-14 1:17:58,Eliza Johnson,+18888888888,Incoming,Attachment: 72161747164__FD0C13A2-FD42-42AF-A931-0D68C90249C6.heic,Neutral,,
2023-11-14 1:18:02,Marcus Johnson,+19999999999,Outgoing,Cute!,Neutral,Enthusiasm,
2023-11-14 1:18:21,Eliza Johnson,+18888888888,Incoming,It’s a top 50,Neutral,,
2023-11-14 1:18:24,Marcus Johnson,+19999999999,Outgoing,Your daughter is being so weird,Neutral,,
2023-11-14 1:21:25,Eliza Johnson,+18888888888,Incoming,What’s going on?,Neutral,,
2023-11-14 1:21:47,Marcus Johnson,+19999999999,Outgoing,Just whiny and sad,Neutral,,
2023-11-14 1:21:59,Eliza Johnson,+18888888888,Incoming,Disliked “Just whiny and sad ”,Neutral,,
2023-11-14 3:08:27,Eliza Johnson,+18888888888,Incoming,How you feeling now?,Interest,,
2023-11-14 3:16:40,Marcus Johnson,+19999999999,Outgoing,Sexy. You?,Affection,,
2023-11-14 3:19:44,Eliza Johnson,+18888888888,Incoming,Sames,Affection,,
2023-11-14 4:01:50,Marcus Johnson,+19999999999,Outgoing,3,Neutral,,
2023-11-14 4:15:39,Eliza Johnson,+18888888888,Incoming,Having a hard time thinking of a third word 🤔,Neutral,,
2023-11-14 4:30:25,Eliza Johnson,+18888888888,Incoming,4,Neutral,,
2023-11-14 4:31:24,Eliza Johnson,+18888888888,Incoming,"Goodnight, I love you 😘 can’t wait to be in your arms again",Affection,,
2023-11-15 22:46:44,Eliza Johnson,+18888888888,Incoming,You free?,Neutral,,
2023-11-15 22:49:05,Eliza Johnson,+18888888888,Incoming,Attachment: 83250B47-D086-449E-B1C9-74076B7F7BC4.heic,Neutral,,
2023-11-15 23:38:53,Marcus Johnson,+19999999999,Outgoing,I am now! Are you?,Neutral,,
2023-11-16 0:47:04,Eliza Johnson,+18888888888,Incoming,Walking to dinner 😑,Neutral,,
2023-11-16 0:55:47,Marcus Johnson,+19999999999,Outgoing,Sitting in hours of traffic!,Neutral,,
2023-11-16 0:56:00,Eliza Johnson,+18888888888,Incoming,Disliked “Sitting in hours of traffic!”,Neutral,,
2023-11-16 1:26:22,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_0750.HEIC,Neutral,,
2023-11-16 1:58:27,Marcus Johnson,+19999999999,Outgoing,Haha that’s fun,Neutral,,
2023-11-16 1:58:52,Marcus Johnson,+19999999999,Outgoing,The house is a little cold and dark and quiet and sad without Molly and I heard what I thought was a dog collar and looked up all excitedly like a dumb kid as if she would be here,Sadness,,
2023-11-16 2:04:07,Marcus Johnson,+19999999999,Outgoing,"I still need to try and think of a plan for the boat. I realized if I don’t leave my boat at the airport, I will get a ticket since I won’t be able to move it Thursday or Friday.",Neutral,,
2023-11-16 2:25:12,Eliza Johnson,+18888888888,Incoming,"Aww that’s so sad about the collar 🥹 uninterrupted sleep as a possible positive though? And the boat, maybe you could park at a boat park or something? They could probably be more flexible with the keys and they usually have shuttles to/from the airport",Validation,Neutral,
2023-11-16 2:27:50,Marcus Johnson,+19999999999,Outgoing,When do you land Friday?,Neutral,,
2023-11-16 2:28:08,Marcus Johnson,+19999999999,Outgoing,My uncle said I can leave a boat there if helpful. I think I have a solution to leave my boat,Neutral,,
2023-11-16 2:28:13,Eliza Johnson,+18888888888,Incoming,Land at 450PM,Neutral,,
2023-11-16 2:28:55,Marcus Johnson,+19999999999,Outgoing,Attachment: 72179453260__203E73F7-5E1C-4506-89C9-DB564F6991D3.HEIC,Neutral,,
2023-11-16 2:29:04,Marcus Johnson,+19999999999,Outgoing,I remembered there is a mechanical key inside the fob,Neutral,,
2023-11-16 2:29:12,Marcus Johnson,+19999999999,Outgoing,I’ll test it tonight,Neutral,,
2023-11-16 2:30:38,Eliza Johnson,+18888888888,Incoming,Liked “I remembered there is a mechanical key inside the …”,Neutral,,
2023-11-16 2:30:52,Eliza Johnson,+18888888888,Incoming,I thought you were worried about the alarm going off?,Neutral,,
2023-11-16 2:31:23,Marcus Johnson,+19999999999,Outgoing,Yeah that’s fine. I’ll test and intentionally not set it.,Neutral,,
2023-11-16 2:31:36,Marcus Johnson,+19999999999,Outgoing,Oh that’s not what I said Siri I said yeah that’s what I will test,Neutral,,
2023-11-16 2:31:59,Marcus Johnson,+19999999999,Outgoing,Attachment: 72179471566__B8062DD7-FFE0-4562-B95A-7273F2D427A9.HEIC,Neutral,,
2023-11-16 2:32:29,Marcus Johnson,+19999999999,Outgoing,Stewing down those lil tomatoes before they go bad for us to do something with Sunday.,Neutral,,
2023-11-16 2:41:16,Eliza Johnson,+18888888888,Incoming,Laughed at “Oh that’s not what I said Siri I said yeah that’s …”. Loved “Stewing down those lil tomatoes before they go bad…”,Neutral,,
2023-11-16 4:18:45,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_1575.heic,Neutral,,
2023-11-16 22:06:14,Marcus Johnson,+19999999999,Outgoing,The hustle was necessary! Land,Neutral,,
2023-11-16 22:10:51,Eliza Johnson,+18888888888,Incoming,Loved “The hustle was necessary! Land”,Neutral,,
2023-11-16 22:11:27,Eliza Johnson,+18888888888,Incoming,😍,Affection,,
2023-11-16 23:20:12,Marcus Johnson,+19999999999,Outgoing,"Thanks for ringing earlier, I think you said you had a 6 PM dinner. Ideas hungry, thirsty, and trying to resolve getting to the hotel for a few of us. Sorry if I was short while moving through the airport and garage!",Validation,,
2023-11-16 23:20:39,Eliza Johnson,+18888888888,Incoming,"Loved “Thanks for ringing earlier, I think you said you h…”",Affection,,
2023-11-16 23:21:18,Eliza Johnson,+18888888888,Incoming,You weren’t but I appreciate the appreciation ♥️,Affection,,
2023-11-16 23:38:37,Marcus Johnson,+19999999999,Outgoing,Attachment: 72187070999__57DE63B8-E381-46E9-8821-60490B3D966D.HEIC,Neutral,,
2023-11-16 23:39:20,Eliza Johnson,+18888888888,Incoming,Loved an image,Neutral,,
2023-11-16 23:39:38,Eliza Johnson,+18888888888,Incoming,That’s the only one 😞 I didn’t have as much time as I thought,Neutral,,
2023-11-16 23:45:13,Marcus Johnson,+19999999999,Outgoing,"I wasn’t expecting it at all, sneaky!",Neutral,,
2023-11-16 23:45:37,Eliza Johnson,+18888888888,Incoming,🥰,Affection,,
2023-11-17 0:44:09,Marcus Johnson,+19999999999,Outgoing,I forgot so many things!,Neutral,,
2023-11-17 1:47:15,Eliza Johnson,+18888888888,Incoming,Disliked “I forgot so many things! ”,Validation,Neutral,
2023-11-17 1:47:21,Eliza Johnson,+18888888888,Incoming,What’d you forget?,Neutral,,
2023-11-17 2:15:41,Marcus Johnson,+19999999999,Outgoing,Razor. Lint roller. Lotion. Sunscreen. Hair gel. Enough socks,Neutral,,
2023-11-17 2:17:52,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_0785.HEIC. Sucking pig perhaps?,Neutral,,
2023-11-17 4:35:16,Eliza Johnson,+18888888888,Incoming,Attachment: IMG_0793.mov. Ashen introduced us to a game called wordle. He has to guess what persona we’ve given him.,Neutral,,
2023-11-17 4:52:34,Marcus Johnson,+19999999999,Outgoing,Liked “Ashen introduced us to a game called press conferen…”,Neutral,,
2023-11-17 4:52:47,Marcus Johnson,+19999999999,Outgoing,Loved an image,Neutral,,
2023-11-17 4:54:52,Marcus Johnson,+19999999999,Outgoing,"Blade, in 5",Neutral,,
2023-11-17 4:55:06,Eliza Johnson,+18888888888,Incoming,"Liked “Blade, in 5 ”",Neutral,,
2023-11-17 5:15:00,Eliza Johnson,+18888888888,Incoming,Attachment: Screenshot 2023-11-16 at 11.14.48 PM.jpeg,Neutral,,
2023-11-17 5:16:15,Marcus Johnson,+19999999999,Outgoing,Wow,Neutral,,
2023-11-17 5:16:53,Marcus Johnson,+19999999999,Outgoing,Fp1 cancelled after a manhole/sewer cover wrecked Sainz’s boat and damaged ocon and zhou,Neutral,,
2023-11-17 5:18:15,Marcus Johnson,+19999999999,Outgoing,🤣,Neutral,,
2023-11-17 5:20:56,Eliza Johnson,+18888888888,Incoming,Emphasized “Fp1 cancelled after a manhole/sewer cover wrecked …”. SPOILERS,Neutral,,
2023-11-17 5:27:35,Eliza Johnson,+18888888888,Incoming,"Guessing you went to bed, love you!",Affection,,
2023-11-17 22:31:54,Eliza Johnson,+18888888888,Incoming,I’m so bored on this flight,Neutral,,
2023-11-17 22:36:24,Marcus Johnson,+19999999999,Outgoing,Hello!,Neutral,,
2023-11-17 22:37:37,Eliza Johnson,+18888888888,Incoming,Hello love,Affection,,
2023-11-17 22:37:54,Marcus Johnson,+19999999999,Outgoing,Are you almost done? Was just going to find your flight info,Neutral,,
2023-11-17 22:38:02,Marcus Johnson,+19999999999,Outgoing,Walking back to room from the river boat tour,Neutral,,
2023-11-17 22:38:32,Eliza Johnson,+18888888888,Incoming,I still have awhile.  We left like and hour and a half ago,Neutral,,
2023-11-17 22:38:50,Eliza Johnson,+18888888888,Incoming,How was it? Was it the duck one?,Neutral,,
2023-11-17 22:45:30,Marcus Johnson,+19999999999,Outgoing,Can I send photos?,Neutral,,
2023-11-17 22:45:37,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_1216.HEIC. Just tried one,Neutral,,
2023-11-17 22:47:18,Eliza Johnson,+18888888888,Incoming,No I won’t see the photo until I land 🥲,Neutral,,
2023-11-17 22:49:15,Marcus Johnson,+19999999999,Outgoing,"It was great, too much standing and I’m gonna lay down for a bit before team dinner at 8:30",Neutral,,
2023-11-17 22:49:34,Eliza Johnson,+18888888888,Incoming,"Loved “It was great, too much standing and I’m gonna lay …”",Neutral,Affection,
2023-11-17 22:56:30,Marcus Johnson,+19999999999,Outgoing,"I was on the parent boat, so mostly chatting with peeps about their experience",Neutral,,
2023-11-17 22:59:38,Eliza Johnson,+18888888888,Incoming,lol the parent boat,Neutral,,
2023-11-17 23:02:26,Marcus Johnson,+19999999999,Outgoing,Can’t wait to see if the boat is there,Neutral,,
2023-11-17 23:02:38,Eliza Johnson,+18888888888,Incoming,Emphasized “Can’t wait to see if the boat is there”,Neutral,,
2023-11-17 23:02:49,Marcus Johnson,+19999999999,Outgoing,Do you have any q’s about finding it?,Neutral,,
2023-11-17 23:02:51,Eliza Johnson,+18888888888,Incoming,Shouldn’t the app tell you where the boat is?,Neutral,,
2023-11-17 23:03:19,Eliza Johnson,+18888888888,Incoming,No I think you did a good job with the pics and location 🫡,Neutral,,
2023-11-17 23:03:37,Eliza Johnson,+18888888888,Incoming,Maybe that changes when I am actually looking for the boat,Neutral,,
2023-11-17 23:05:45,Marcus Johnson,+19999999999,Outgoing,Attachment: IMG_1218.PNG. Attachment: IMG_1219.PNG,Neutral,,
2023-11-17 23:06:44,Marcus Johnson,+19999999999,Outgoing,I forgot I can see the boat on the app lol. I was trying to find it by the AirTag but the batteries too low to update I think.,Neutral,,
2023-11-17 23:07:07,Eliza Johnson,+18888888888,Incoming,Liked “I forgot I can see the boat on the app lol. I was t…”,Neutral,,
